,Missed Count,Request Number,Date Opened,Request,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,fees
990,4,69079,05/21/18,Trash - Curbside/Alley Missed Pickup,Missed- trash- the whole street wasnt picked up,1807 wild oaks ct,37013.0,RED RIVER,4504,32.0,1778471.37098892,626000.137241721,600
991,2,69122,05/21/18,Trash - Curbside/Alley Missed Pickup,Missed pickup for units A and B,249 blackman rd b,37211.0,RED RIVER,2404,26.0,1750101.13544073,634431.294278411,200
992,3,69173,05/21/18,Trash - Curbside/Alley Missed Pickup,Missed.,1420 eastside ave,37206.0,METRO,9508,6.0,1748435.43395745,668953.095371609,400
993,2,69190,05/21/18,Trash - Curbside/Alley Missed Pickup,trash cart stays on alley and is missed every week,1903 shelby ave,37206.0,METRO,9508,6.0,1750944.67586416,669431.712097704,200
994,2,69267,05/21/18,Trash - Curbside/Alley Missed Pickup,missed pick up,892 sharpe ave,37206.0,METRO,9203,5.0,1745848.64403313,676887.182303405,200
995,2,69276,05/21/18,Trash - Curbside/Alley Missed Pickup,missed pick up,1624 holly st,37206.0,METRO,9506,6.0,1750117.10265569,671239.986688733,200
996,2,69550,05/22/18,Trash - Curbside/Alley Missed Pickup,CARD BOARD IS NOT RECYCLABLE HAS BLOOD ON IT,3248 hinkle dr,37218.0,RED RIVER,4204,1.0,1721275.17978999,674453.10700882,200
997,2,69576,05/22/18,Trash - Curbside/Alley Missed Pickup,missed trash pickup,3804 cravath dr,37207.0,RED RIVER,3205,2.0,1730188.00435365,687154.447519853,200
998,3,69578,05/22/18,Trash - Curbside/Alley Missed Pickup,missed pickup,2405 seifried st,37208.0,METRO,9205,21.0,1727462.73302237,674040.102452971,400
999,9,69811,05/23/18,Trash - Curbside/Alley Missed Pickup,"missed pick up.  She would like to know why? she has to call every week for a missed trash pick up. Tuesday Curbside, 2 carts out. Wants this emptied on day of schedule, correct this matter asap. File-{Complaint}. Wants supervisor to call her back. 615-512-3231. Jeannie Smith",1701 cedar grove rd,37218.0,RED RIVER,4202,2.0,1719741.92791825,678377.0921301,1600
1000,2,69836,05/23/18,Trash - Curbside/Alley Missed Pickup,cart still out,892 sharpe ave,37206.0,METRO,9203,5.0,1745848.41189059,676886.193952089,200
1001,2,69872,05/23/18,Trash - Curbside/Alley Missed Pickup,MISSED PICK UP UNIT 3024,320 old hickory blvd 3024,37221.0,RED RIVER,1303,23.0,1696784.91055491,640242.155033563,200
1002,3,69876,05/23/18,Trash - Curbside/Alley Missed Pickup,cart still out,1700 scovel st,37208.0,RED RIVER,3206,21.0,1730921.45570685,669968.06554136,400
1003,2,69907,05/23/18,Trash - Curbside/Alley Missed Pickup,only emptied one of his carts,3513 hewlett dr,37211.0,RED RIVER,4304,16.0,1752462.10983749,642601.315258797,200
1004,2,69921,05/23/18,Trash - Curbside/Alley Missed Pickup,Missed.,6210 hickory valley rd,37205.0,RED RIVER,1305,23.0,1710069.92946865,651562.499954196,200
1005,2,69929,05/23/18,Trash - Curbside/Alley Missed Pickup,This is the third time this year they have skipped picking up our trash this has never happen before and it?s getting ridiculous,185 kenner ave b,37205.0,RED RIVER,2303,24.0,1719857.1577112,651494.163538583,200
1006,2,69932,05/23/18,Trash - Curbside/Alley Missed Pickup,Our trash cart was not emptied while it appears that most of the others on our street were. We are unit #3024 and the last unit at the turnaround.,320 old hickory blvd 3024,37221.0,RED RIVER,1303,23.0,1696784.91055491,640242.155033563,200
1007,5,69974,05/24/18,Trash - Curbside/Alley Missed Pickup,missed pickup,3806 auburn ln,37215.0,RED RIVER,2303S,25.0,1720544.77476623,647782.917839975,800
1008,2,69999,05/24/18,Trash - Curbside/Alley Missed Pickup,Missed.,2800 old matthews rd,37207.0,WASTE IND,2206,2.0,1734271.84999795,686666.434147275,200
1009,3,70006,05/24/18,Trash - Curbside/Alley Missed Pickup,corner houses were missed 305 St James Park - 2nd or 3rd time she has been missed.,305 saint james park,37215.0,RED RIVER,3304S,34.0,1723396.68055132,646542.692898437,400
1010,2,70036,05/24/18,Trash - Curbside/Alley Missed Pickup,missed pick up,1403 haysboro ave,37216.0,RED RIVER,2203,7.0,1757367.93725053,691938.904473614,200
1011,5,70050,05/24/18,Trash - Curbside/Alley Missed Pickup,Missed- trash - Alley pickup- Unit A,1914 blair blvd,37212.0,METRO,9308,18.0,1732338.09412769,655064.499523422,800
1012,5,70052,05/24/18,Trash - Curbside/Alley Missed Pickup,Missed- trash - Alley pickup- Unit C,1914 blair blvd,37212.0,METRO,9308,18.0,1732338.09412769,655064.499523422,800
1013,5,70053,05/24/18,Trash - Curbside/Alley Missed Pickup,Missed- trash - Alley pickup- Unit B,1914 blair blvd,37212.0,METRO,9308,18.0,1732337.50329787,655063.328122677,800
1014,3,70060,05/24/18,Trash - Curbside/Alley Missed Pickup,missed pick up,2605 tiffany dr,37206.0,RED RIVER,1201,6.0,1758893.64348658,674417.683362468,400
1015,6,70098,05/24/18,Trash - Curbside/Alley Missed Pickup,Everyone's trash was picked up but kinet,120 bess ct s,37013.0,RED RIVER,4404,31.0,1764455.5370348,625527.292990392,1000
1016,2,70208,05/24/18,Trash - Curbside/Alley Missed Pickup,Neighbors trash got picked up and it looks like ours did not. Trash can is full of trash bags.,2705 hawthorne pl,37212.0,METRO,9403,18.0,1732532.32229593,652686.023317771,200
1017,2,70252,05/25/18,Trash - Curbside/Alley Missed Pickup,One side of street missed for trash/pickup. Thursday curbside,584 whispering hills dr,37211.0,RED RIVER,2405,27.0,1752678.36361709,631988.000614837,200
1018,12,70267,05/25/18,Trash - Curbside/Alley Missed Pickup,Missed trash pickup due to construction around the alley?,15 hermitage ave,37210.0,WASTE IND,4507,19.0,1741256.44339619,664667.661668452,2200
1019,2,70294,05/25/18,Trash - Curbside/Alley Missed Pickup,Missed entire street.,504 whispering hills dr,37211.0,RED RIVER,2405,27.0,1755257.93736445,629963.29437504,200
1020,4,70295,05/25/18,Trash - Curbside/Alley Missed Pickup,cart still out,1492 bell rd,37211.0,RED RIVER,4404,31.0,1764603.53830974,622983.293743681,600
1021,2,70307,05/25/18,Trash - Curbside/Alley Missed Pickup,"Cul de sac miss today again,",611 sue ct,37013.0,RED RIVER,4404,31.0,1762914.77527982,625105.982002217,200
1022,2,70315,05/25/18,Trash - Curbside/Alley Missed Pickup,"Missed Trash Thursday, trucks fly so fast and skipping people's home. Curb",417 northcrest dr,37211.0,RED RIVER,2405,27.0,1755616.22198768,631591.271132015,200
1023,2,70357,05/25/18,Trash - Curbside/Alley Missed Pickup,others on the street was missed,5112 greentree dr,37211.0,RED RIVER,3401,27.0,1750182.73550852,630109.694816564,200
1024,2,70393,05/25/18,Trash - Curbside/Alley Missed Pickup,Missed entire alley again,1504 linden ave,37212.0,METRO,9403,18.0,1734596.03075056,654247.704896971,200
1025,2,70401,05/25/18,Trash - Curbside/Alley Missed Pickup,missed pick up..carts are located on Veritas St,3511 nolensville pik,37211.0,METRO,9408,16.0,1750295.05144369,643099.249097842,200
1026,4,70470,05/25/18,Trash - Curbside/Alley Missed Pickup,cart was passed by truck come back and get,305 paddington ct,37013.0,RED RIVER,3503,33.0,1796352.69453204,633545.20419433,600
1027,2,70482,05/25/18,Trash - Curbside/Alley Missed Pickup,missed pick up - cart sits on Gladestone side of home,510 rosedale ave,37211.0,METRO,9406,17.0,1744626.52801395,652861.354850127,200
1028,4,70491,05/25/18,Trash - Curbside/Alley Missed Pickup,Missed.,1492 bell rd,37211.0,RED RIVER,4404,31.0,1764602.60867562,622982.642981628,600
1029,2,70510,05/25/18,Trash - Curbside/Alley Missed Pickup,missed pickup again,2524 lakevilla dr,37217.0,RED RIVER,4502,29.0,1778628.65063316,636220.751285687,200
1030,2,70627,05/29/18,Trash - Curbside/Alley Missed Pickup,Curb/Trash miss last Friday. The whole court and others need emptied. No cars parked in front of curb so why missed. last Friday again.,112 towne village ct,37013.0,RED RIVER,3504,33.0,1788992.8793153,632922.938367425,200
1031,2,70700,05/29/18,Trash - Curbside/Alley Missed Pickup,"Every trash can on our entire street was missed, 2nd week in a row. Court/pickup. Friday",304 shoppe ct,37013.0,RED RIVER,3504,33.0,1789364.3883922,633259.186277032,200
1032,4,70721,05/29/18,Trash - Curbside/Alley Missed Pickup,no pick up in 2 weeks need asap,1492 bell rd,37211.0,N/A,N/A,31.0,1764602.60867562,622982.642981628,600
1033,2,70860,05/29/18,Trash - Curbside/Alley Missed Pickup,hers and neighbors,209 tenonwood ct,37013.0,RED RIVER,3502,33.0,1789103.54309904,635284.895329184,200
1034,2,71016,05/30/18,Trash - Curbside/Alley Missed Pickup,Missed trash pickup {Tuesday},2640 combs dr,37207.0,WASTE IND,2206,2.0,1735354.90189485,686185.421615888,200
1035,2,71018,05/30/18,Trash - Curbside/Alley Missed Pickup,Curbside trash miss Tuesday's pickup.,3300 eaglewood ln,37207.0,RED RIVER,2202,3.0,1742083.13315169,695462.506061331,200
1036,4,71091,05/30/18,Trash - Curbside/Alley Missed Pickup,"2nd week in a row, trash not picked up. Curbside Tuesday.",1800 hayes st,37203.0,METRO,9208,21.0,1733181.88087825,663735.277712498,600
1037,2,71119,05/30/18,Trash - Curbside/Alley Missed Pickup,missed pickup; 513 Fisk St Unit A,513 fisk st,37203.0,METRO,9208,19.0,1732134.70968017,666011.836745529,200
1038,12,71125,05/30/18,Trash - Curbside/Alley Missed Pickup,trash is full needs pick up. Matt stated that the pickup has been all days of the week and never on the correct day which is thursday.  ALL 8 CARTS ARE FULL. Please empty. This is a business.  CALL HIM WITH ETA,110 george l davis blvd,37203.0,METRO,9407,19.0,1735555.53424545,664657.700582383,2200
1039,2,71167,05/30/18,Trash - Curbside/Alley Missed Pickup,"missed pick up- Apt. A, alley pick up.",1813 hermosa st,37208.0,METRO,9208,21.0,1730626.73283831,667296.901862701,200
1040,2,71203,05/30/18,Trash - Curbside/Alley Missed Pickup,Neighbors trash was picked up. Mine wasnt.,153 mccall st,37211.0,RED RIVER,4304,16.0,1752856.33551258,643322.496993197,200
1041,9,71302,05/31/18,Trash - Curbside/Alley Missed Pickup,This is a  church,1701 cedar grove rd,37218.0,RED RIVER,4202,2.0,1719741.93056291,678378.501557011,1600
1042,2,71365,05/31/18,Trash - Curbside/Alley Missed Pickup,missed trash Tuesday 2 carts. Curb.,215 walton ln,37115.0,RED RIVER,2204,8.0,1753221.66193958,694523.13975262,200
1043,3,71368,05/31/18,Trash - Curbside/Alley Missed Pickup,Missed 4th time in a row. Needs supervisor to call her. Caller states it's curbside.,2420 albion st,37208.0,METRO,9303,21.0,1728156.57727414,667944.987209957,400
1044,3,71377,05/31/18,Trash - Curbside/Alley Missed Pickup,carts still on alley Wednesday,2408 albion st,37208.0,METRO,9303,21.0,1728496.44847064,667993.128234229,400
1045,2,71383,05/31/18,Trash - Curbside/Alley Missed Pickup,Curb trash miss Tuesday. Curb,1333 mcalpine ave,37216.0,RED RIVER,2203,7.0,1757424.57538966,686100.712100884,200
1046,2,71409,05/31/18,Trash - Curbside/Alley Missed Pickup,missed pick up,1328 stratford ave,37216.0,RED RIVER,2205,7.0,1755483.34952171,685077.271194657,200
1047,2,71444,05/31/18,Trash - Curbside/Alley Missed Pickup,missed pickup,129 page rd,37205.0,RED RIVER,1302,34.0,1711974.93209002,642733.754797571,200
1048,3,71489,05/31/18,Trash - Curbside/Alley Missed Pickup,Curb/Wednesday trash/missed. Check for others,165 mccall st,37211.0,RED RIVER,4304,16.0,1752293.82148084,643407.099726274,400
1049,2,71512,05/31/18,Trash - Curbside/Alley Missed Pickup,cart still out put cart back where it is picked up not in the street,3509 elkins ave,37209.0,WASTE IND,2308,24.0,1724405.6109766,662464.757413105,200
1050,2,71572,05/31/18,Trash - Curbside/Alley Missed Pickup,driver opened and didn't empty cabecause she didn't have it fullrt,5600 country dr,37211.0,RED RIVER,3406,27.0,1758868.42630643,624418.580535268,200
1051,2,71593,05/31/18,Trash - Curbside/Alley Missed Pickup,cart still out since last night,431 cedarcreek trl,37211.0,RED RIVER,4403,31.0,1760004.18443148,621021.47304609,200
1052,6,71644,05/31/18,Trash - Curbside/Alley Missed Pickup,Collection skipped the alley again,2207 hermosa st,37208.0,METRO,9303,21.0,1729107.53478773,667051.401204556,1000
1053,2,71650,06/01/18,Trash - Curbside/Alley Missed Pickup,"I put out can around 6 am and noticed the one across the street was open and empty already.   My can is full and I need emptied.  I never know what time to expect them.   I didn't think they came  before 7 am, but they usually do.",3612 burwick pl,37013.0,RED RIVER,3502,33.0,1795254.72278155,638264.352140368,200
1054,2,71726,06/01/18,Trash - Curbside/Alley Missed Pickup,have not been picked up in 2 weeks,1300 elmwood ave,37212.0,METRO,9403,18.0,1734985.03038929,653756.078870993,200
1055,2,71820,06/01/18,Trash - Curbside/Alley Missed Pickup,"2 trash/carts truck only emptied one cart, leaving 2nd trash/cart full. Wants cart empty today, they also did the same thing to her across street neighbor that has 2 brown trash/carts. Curb.",6305 e valley rd,37205.0,RED RIVER,1303,23.0,1707062.72851679,643601.697786712,200
1056,4,71823,06/01/18,Trash - Curbside/Alley Missed Pickup,missed pick up,2802 delaware ave,37209.0,METRO,9303,21.0,1726718.44826323,664352.91657623,600
1057,4,71867,06/01/18,Trash - Curbside/Alley Missed Pickup,"Missed- trash again Friday, last week missed. Cul de sac.",2769 welshcrest dr,37013.0,RED RIVER,4504,32.0,1777648.85026439,632303.903303712,600
1058,3,71888,06/01/18,Trash - Curbside/Alley Missed Pickup,"I'm the only house on this block and it hasn't had service for over a year.  This is the third week they've missed picking up the trash, even though the carts are on the curb the night before.",1420 eastside ave,37206.0,METRO,9508,6.0,1748435.43395745,668953.095371609,400
1059,6,71900,06/01/18,Trash - Curbside/Alley Missed Pickup,missed trash pickup,5159 hickory hollow pkwy,37013.0,RED RIVER,4504,32.0,1772084.33907398,625515.293814691,1000
1060,3,72165,06/04/18,Trash - Curbside/Alley Missed Pickup,cust says missed,4016 estes rd,37215.0,RED RIVER,3304,34.0,1721010.13104219,646041.196828539,400
1061,2,72502,06/05/18,Trash - Curbside/Alley Missed Pickup,"has not been picked up in over 5 days 
has lots of overflow due to missed pick up",317 broadway,37201.0,METRO,N/A,19.0,1739265.73449843,666223.767887905,200
1062,12,72583,06/05/18,Trash - Curbside/Alley Missed Pickup,Two trash/carts needs to be empty. Curb {missed very week has to call in to be emptied. Why? if cart is out on timely manner by 6 a.m. & everything in trash/bags. File complaint wants cart emptied every week with-out having to in.,1584 bell rd,37211.0,RED RIVER,4404,31.0,1762228.92507679,623447.229565612,2200
1063,2,72616,06/05/18,Trash - Curbside/Alley Missed Pickup,"Elderly states curb trash missed, Tuesday. Truck already came and gone.",946 youngs ln,37207.0,RED RIVER,3202,2.0,1729484.33397077,682048.903372215,200
1064,5,72675,06/05/18,Trash - Curbside/Alley Missed Pickup,Town Down Core** {The Old Listening Room} trash has not been emptied in past weeks. Call them if any questions: Trash/carts needs emptied. No one has come.  423-667-3730 ask Brandy.,217 2nd ave s,37201.0,METRO,N/A,19.0,1740081.32485309,665580.226948161,800
1065,2,72748,06/05/18,Trash - Curbside/Alley Missed Pickup,There were 2 cans out.because it is a duplex.only one can was emptied..the less full can for some reason,"2200 24th ave n, nashville, tn 37208, united states",37208.0,METRO,9205,2.0,1727896.99155079,676116.409714631,200
1066,5,72778,06/06/18,Trash - Curbside/Alley Missed Pickup,missed pick up,"1412 meharry blvd, nashville, tn 37208, united states",37208.0,METRO,9208,19.0,1731814.12004201,669396.208091739,800
1067,3,72783,06/06/18,Trash - Curbside/Alley Missed Pickup,"Trash/Tuesday miss curbside, 2 carts out.",1314 rosedale ave,37207.0,METRO,9203,5.0,1744928.63979741,678531.520218319,400
1068,3,72787,06/06/18,Trash - Curbside/Alley Missed Pickup,Missed- trash- caller says all the time. I did advise everything has to be in trash bags,1320 montgomery ave,37207.0,METRO,9203,5.0,1745627.09034219,679286.567406693,400
1069,7,72846,06/06/18,Trash - Curbside/Alley Missed Pickup,trash missed pick up,4500 clarksville pike,37218.0,RED RIVER,3203,1.0,1722469.0645171,690556.788807854,1200
1070,5,72852,06/06/18,Trash - Curbside/Alley Missed Pickup,Missed cart still out. Customer very upset requesting supervisor. Whole alley was missed,1330 rosedale ave,37207.0,METRO,9203,5.0,1744965.93553092,678736.902340159,800
1071,3,72854,06/06/18,Trash - Curbside/Alley Missed Pickup,missed pickup,2439 buena vista pike,37218.0,RED RIVER,4204,2.0,1725783.66310999,681403.131450974,400
1072,2,72917,06/06/18,Trash - Curbside/Alley Missed Pickup,missed pick up,1403 haysboro ave,37216.0,RED RIVER,2203,7.0,1757366.99149338,691940.511192232,200
1073,5,72921,06/06/18,Trash - Curbside/Alley Missed Pickup,missed pickup; cust says the alley was missed Put cart in the gate so the cart doesn't get stolen.,1123 n 6th st a,37207.0,METRO,9203,5.0,1744061.65818899,677464.300585816,800
1074,2,72963,06/06/18,Trash - Curbside/Alley Missed Pickup,The truck came down the street and went past our house. We just moved in so maybe the person didn't know we were living here yet?,3508 hilldale dr,37215.0,RED RIVER,3304,25.0,1724155.32866778,649497.475152246,200
1075,9,72965,06/06/18,Trash - Curbside/Alley Missed Pickup,Missed. This is a  church,1701 cedar grove rd,37218.0,RED RIVER,4202,2.0,1719741.92791825,678377.0921301,1600
1076,4,72996,06/06/18,Trash - Curbside/Alley Missed Pickup,"Alley/Trash miss again, see other carts out as well. Everything is in bags.",1124 n 7th st,37207.0,METRO,9203,5.0,1744300.21652617,677404.199699383,600
1077,5,73092,06/06/18,Trash - Curbside/Alley Missed Pickup,It is now 4:10 PM. My pick up has been missed several times in the last year,1815 woodmont blvd,37215.0,RED RIVER,3305,25.0,1730530.7828643,648864.127881497,800
1078,2,73097,06/06/18,Trash - Curbside/Alley Missed Pickup,this street missed,2403 abbott martin rd,37215.0,RED RIVER,3304,34.0,1724796.64442103,646539.703578332,200
1079,3,73105,06/06/18,Trash - Curbside/Alley Missed Pickup,MISSED 6303631517,108 lexington ct,37215.0,RED RIVER,3304,34.0,1722375.08141053,644869.494778027,400
